drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB01388	DB00820	0.56	0	0.7712	0.765	0.58	1.08	-1.5535	0.8122	-1.0744	0.464	0.0787	0.5763	1.0	0.0	0.625	0.6853	0.62	0.69	0.0	0.37	1.69	1.39
DB01388	DB01180	0.5294	0	0.7419	0.75	0.53	1.0	-1.5535	0.1961	-1.0744	-3.4187	0.0787	0.5287	1.0	1.0	0.625	0.639	0.62	0.63	0.0	0.0	1.69	1.4
DB01388	DB01119	0.0429	0	0.6451	0.64	0.3	1.09	-1.5535	0.327	-1.0744	-2.4208	0.0787	0.0734	1.0	2.0	0.625	0.5673	0.62	0.56	0.0	0.0	1.69	1.44
DB01388	DB00217	0.2038	0	0.6522	0.65	0.42	1.01	-1.5535	-0.1789	-1.0744	-4.0286	0.0787	0.2297	1.0	2.0	0.625	0.559	0.62	0.56	0.0	0.0	1.69	1.33
DB01388	DB00575	0.1377	0	0.6457	0.64	0.32	1.11	-1.5535	0.1855	-1.0744	-1.7693	0.0787	0.1828	1.0	1.0	0.625	0.5567	0.62	0.55	0.0	0.0	1.69	1.43
DB01388	DB00968	0.1128	0	0.6587	0.67	0.42	0.98	-1.5535	0.1698	-1.0744	-1.9512	0.0787	0.117	1.0	1.0	0.625	0.5622	0.62	0.55	0.0	0.0	1.69	1.33
DB01388	DB01018	0.08	0	0.6091	0.605	0.35	0.93	-1.5535	-0.3673	-1.0744	-2.8882	0.0787	0.1	1.0	1.0	0.625	0.5195	0.62	0.51	0.0	0.0	1.69	1.28
DB01388	DB01116	0.6229	0	0.8381	0.865	0.58	1.11	-1.5535	0.8073	-1.0744	0.7369	0.0787	0.6504	1.0	0.0	0.625	0.7593	0.62	0.74	0.0	0.47	1.69	1.49
DB01388	DB00765	0.3388	0	0.5531	0.555	0.31	0.9	-1.5535	-1.657	-1.0744	-3.135	0.0787	0.3535	1.0	1.0	0.625	0.4631	0.62	0.46	0.0	0.0	1.69	1.26
DB01388	DB00657	1.0082	0	1.2212	1.22	1.0	1.44	-1.5535	3.8434	-1.0744	3.3878	0.0787	1.0142	1.0	0.0	0.625	1.123	0.62	1.11	0.0	0.85	1.69	1.69
DB01388	DB01626	0.4406	0	0.7425	0.75	0.52	0.99	-1.5535	1.652	-1.0744	1.0082	0.0787	0.4711	1.0	0.0	0.625	0.6617	0.62	0.65	0.0	0.36	1.69	1.42
DB01388	DB00325	0.3129	0	0.5306	0.545	0.23	0.81	-1.5535	-2.2973	-1.0744	-1.2926	0.0787	0.3421	1.0	0.0	0.625	0.4508	0.62	0.45	0.0	0.19	1.69	1.2
DB01388	DB08932	0.1844	0	0.6038	0.615	0.38	0.91	-1.5535	-0.3467	-1.0744	-3.9634	0.0787	0.1953	1.0	2.0	0.625	0.5077	0.62	0.51	0.0	0.0	1.69	1.29
DB04841	DB00559	0.1421	0	0.5367	0.495	0.34	0.75	-1.2622	-0.3467	-1.5375	-3.9634	0.0766	0.1953	0.0	2.0	0.5664	0.5077	0.56	0.51	0.04	0.0	1.57	1.29
DB04841	DB00457	0.0635	0	0.6106	0.59	0.3	0.99	-1.2622	0.4925	-1.5375	-1.9218	0.0766	0.1538	0.0	1.0	0.5664	0.5821	0.56	0.57	0.04	0.0	1.57	1.46
DB04841	DB00590	0.1128	0	0.5819	0.56	0.3	0.91	-1.2622	-0.1188	-1.5375	-1.993	0.0766	0.2221	0.0	1.0	0.5664	0.5591	0.56	0.55	0.04	0.0	1.57	1.46
DB04841	DB01180	0.4699	0	0.6633	0.62	0.49	0.86	-1.2622	0.1961	-1.5375	-3.4187	0.0766	0.5287	0.0	1.0	0.5664	0.639	0.56	0.63	0.04	0.0	1.57	1.4
DB04841	DB00575	0.0833	0	0.5856	0.585	0.3	0.99	-1.2622	0.1855	-1.5375	-1.7693	0.0766	0.1828	0.0	1.0	0.5664	0.5567	0.56	0.55	0.04	0.0	1.57	1.43
DB04841	DB00968	0.0303	0	0.5889	0.58	0.31	0.83	-1.2622	0.1698	-1.5375	-1.9512	0.0766	0.117	0.0	1.0	0.5664	0.5622	0.56	0.55	0.04	0.0	1.57	1.33
DB04841	DB01018	0.0116	0	0.535	0.52	0.31	0.83	-1.2622	-0.3673	-1.5375	-2.8882	0.0766	0.1	0.0	1.0	0.5664	0.5195	0.56	0.51	0.04	0.0	1.57	1.28
DB04841	DB00765	0.3179	0	0.5189	0.52	0.27	0.73	-1.2622	-1.657	-1.5375	-3.135	0.0766	0.3535	0.0	1.0	0.5664	0.4631	0.56	0.46	0.04	0.0	1.57	1.26
DB04841	DB01626	0.3862	0	0.6728	0.64	0.48	0.93	-1.2622	1.652	-1.5375	1.0082	0.0766	0.4711	0.0	0.0	0.5664	0.6617	0.56	0.65	0.04	0.36	1.57	1.42
DB04841	DB00325	0.2809	0	0.4822	0.48	0.23	0.68	-1.2622	-2.2973	-1.5375	-1.2926	0.0766	0.3421	0.0	0.0	0.5664	0.4508	0.56	0.45	0.04	0.19	1.57	1.2
DB00201	DB00457	0.0148	1	0.5432	0.55	0.0	0.76	-0.8609	0.4925	-1.989	-1.9218	0.1347	0.1538	0.0	1.0	0.5144	0.5821	0.51	0.57	0.1	0.0	1.32	1.46
DB00201	DB00575	0.071	0	0.5208	0.51	0.35	0.74	-0.8609	0.1855	-1.989	-1.7693	0.1347	0.1828	0.0	1.0	0.5144	0.5567	0.51	0.55	0.1	0.0	1.32	1.43
DB00277	DB00586	0.0598	0	0.5704	0.56	0.27	0.9	-0.765	-0.8895	-2.1052	-4.5862	0.1173	0.0954	1.0	4.0	0.5571	0.5519	0.55	0.54	0.0	0.0	1.39	1.46
DB00277	DB00502	0.0392	0	0.5435	0.54	0.1	1.03	-0.765	-1.4607	-2.1052	-3.5516	0.1173	0.0689	1.0	4.0	0.5571	0.5466	0.55	0.54	0.0	0.0	1.39	1.62
DB00277	DB00559	0.1269	0	0.5164	0.52	0.39	0.63	-0.765	-0.3467	-2.1052	-3.9634	0.1173	0.1953	1.0	2.0	0.5571	0.5077	0.55	0.51	0.0	0.0	1.39	1.29
DB00277	DB00321	0.0506	0	0.5674	0.55	0.1	1.19	-0.765	-0.7301	-2.1052	-6.5243	0.1173	0.0656	1.0	6.0	0.5571	0.574	0.55	0.55	0.0	0.0	1.39	1.78
DB00277	DB01036	0.0849	0	0.6045	0.61	0.36	0.89	-0.765	0.6857	-2.1052	0.3132	0.1173	0.1508	1.0	0.0	0.5571	0.592	0.55	0.58	0.0	0.18	1.39	1.47
DB00277	DB01069	0.0199	0	0.5654	0.56	0.1	1.09	-0.765	-1.8402	-2.1052	-1.6143	0.1173	0.0473	1.0	2.0	0.5571	0.5674	0.55	0.55	0.0	0.0	1.39	1.55
DB00277	DB01275	0.0791	0	0.6136	0.595	0.46	0.79	-0.765	1.151	-2.1052	-1.5701	0.1173	0.1151	1.0	1.0	0.5571	0.5698	0.55	0.56	0.0	0.0	1.39	1.39
DB00277	DB00590	0.11	0	0.5537	0.58	0.32	0.81	-0.765	-0.1188	-2.1052	-1.993	0.1173	0.2221	1.0	1.0	0.5571	0.5591	0.55	0.55	0.0	0.0	1.39	1.46
DB00277	DB00783	0.0828	0	0.5673	0.55	0.23	0.86	-0.765	-0.6558	-2.1052	-0.6463	0.1173	0.0805	1.0	1.0	0.5571	0.5415	0.55	0.54	0.0	0.0	1.39	1.44
DB00277	DB00231	0.1944	0	0.6906	0.67	0.44	1.06	-0.765	0.9493	-2.1052	0.4066	0.1173	0.199	1.0	0.0	0.5571	0.6654	0.55	0.65	0.0	0.24	1.39	1.62
DB00277	DB00404	0.1565	0	0.6685	0.67	0.26	1.06	-0.765	-0.3804	-2.1052	-0.0375	0.1173	0.0919	1.0	1.0	0.5571	0.6443	0.55	0.64	0.0	0.0	1.39	1.62
DB00277	DB00829	0.1919	0	0.6954	0.68	0.44	1.06	-0.765	0.7587	-2.1052	0.3619	0.1173	0.1948	1.0	0.0	0.5571	0.669	0.55	0.66	0.0	0.24	1.39	1.62
DB00277	DB00381	0.0843	0	0.588	0.59	0.26	0.87	-0.765	-1.3903	-2.1052	-2.4041	0.1173	0.1117	1.0	2.0	0.5571	0.5771	0.55	0.57	0.0	0.0	1.39	1.49
DB00277	DB00999	0.0614	0	0.6476	0.65	0.35	0.87	-0.765	0.5323	-2.1052	-1.432	0.1173	0.0805	1.0	2.0	0.5571	0.6195	0.55	0.62	0.0	0.0	1.39	1.44
DB00277	DB00575	0.0822	0	0.5473	0.58	0.32	0.85	-0.765	0.1855	-2.1052	-1.7693	0.1173	0.1828	1.0	1.0	0.5571	0.5567	0.55	0.55	0.0	0.0	1.39	1.43
DB00277	DB00184	0.2084	0	0.714	0.69	0.35	1.34	-0.765	1.6939	-2.1052	3.0372	0.1173	0.2055	1.0	0.0	0.5571	0.6815	0.55	0.65	0.0	0.25	1.39	1.69
DB00277	DB01115	0.0653	0	0.5708	0.58	0.23	0.96	-0.765	-1.434	-2.1052	-2.6744	0.1173	0.0868	1.0	3.0	0.5571	0.5647	0.55	0.56	0.0	0.0	1.39	1.53
DB00277	DB00472	0.0661	0	0.5678	0.57	0.27	0.89	-0.765	0.1284	-2.1052	-3.3835	0.1173	0.1151	1.0	4.0	0.5571	0.5604	0.55	0.55	0.0	0.0	1.39	1.47
DB00640	DB00217	0.0762	0	0.5319	0.58	0.35	0.66	-0.3792	-0.1789	-1.6223	-4.0286	0.218	0.2297	0.0	2.0	0.5842	0.559	0.57	0.56	0.1	0.0	1.39	1.33
DB00640	DB00575	0.1323	0	0.5762	0.59	0.35	0.83	-0.3792	0.1855	-1.6223	-1.7693	0.218	0.1828	0.0	1.0	0.5842	0.5567	0.57	0.55	0.1	0.0	1.39	1.43
DB00640	DB01018	0.0267	0	0.5212	0.56	0.35	0.66	-0.3792	-0.3673	-1.6223	-2.8882	0.218	0.1	0.0	1.0	0.5842	0.5195	0.57	0.51	0.1	0.0	1.39	1.28
DB00651	DB01275	0.0765	0	0.6119	0.61	0.46	0.82	-0.943	1.151	-1.3691	-1.5701	0.1105	0.1151	0.0	1.0	0.5604	0.5698	0.55	0.56	0.1	0.0	1.49	1.39
DB00651	DB00820	0.5214	0	0.7163	0.71	0.56	0.9	-0.943	0.8122	-1.3691	0.464	0.1105	0.5763	0.0	0.0	0.5604	0.6853	0.55	0.69	0.1	0.37	1.49	1.39
DB00651	DB00968	0.0205	0	0.5712	0.555	0.35	0.81	-0.943	0.1698	-1.3691	-1.9512	0.1105	0.117	0.0	1.0	0.5604	0.5622	0.55	0.55	0.1	0.0	1.49	1.33
DB00651	DB01018	0.0065	0	0.5212	0.52	0.33	0.78	-0.943	-0.3673	-1.3691	-2.8882	0.1105	0.1	0.0	1.0	0.5604	0.5195	0.55	0.51	0.1	0.0	1.49	1.28
DB00651	DB00657	0.9614	0	1.1488	1.155	1.06	1.24	-0.943	3.8434	-1.3691	3.3878	0.1105	1.0142	0.0	0.0	0.5604	1.123	0.55	1.11	0.1	0.85	1.49	1.69
DB00651	DB00325	0.2847	0	0.4838	0.47	0.29	0.68	-0.943	-2.2973	-1.3691	-1.2926	0.1105	0.3421	0.0	0.0	0.5604	0.4508	0.55	0.45	0.1	0.19	1.49	1.2
DB00651	DB08932	0.1305	0	0.5319	0.515	0.38	0.71	-0.943	-0.3467	-1.3691	-3.9634	0.1105	0.1953	0.0	2.0	0.5604	0.5077	0.55	0.51	0.1	0.0	1.49	1.29
DB00806	DB00559	0.1122	0	0.5022	0.505	0.35	0.63	-1.1098	-0.3467	-2.2491	-3.9634	0.1197	0.1953	0.0	2.0	0.5437	0.5077	0.54	0.51	0.1	0.0	1.39	1.29
DB00806	DB00193	0.0511	0	0.5451	0.51	0.3	1.04	-1.1098	-0.5821	-2.2491	-4.5621	0.1197	0.1085	0.0	2.0	0.5437	0.5493	0.54	0.52	0.1	0.0	1.39	1.63
DB00806	DB00321	0.049	0	0.5568	0.53	0.1	1.19	-1.1098	-0.7301	-2.2491	-6.5243	0.1197	0.0656	0.0	6.0	0.5437	0.574	0.54	0.55	0.1	0.0	1.39	1.78
DB00806	DB01275	0.0522	0	0.5889	0.565	0.33	0.79	-1.1098	1.151	-2.2491	-1.5701	0.1197	0.1151	0.0	1.0	0.5437	0.5698	0.54	0.56	0.1	0.0	1.39	1.39
DB00806	DB00457	0.0157	1	0.5641	0.58	0.0	0.85	-1.1098	0.4925	-2.2491	-1.9218	0.1197	0.1538	0.0	1.0	0.5437	0.5821	0.54	0.57	0.1	0.0	1.39	1.46
DB00806	DB00590	0.1055	0	0.5371	0.55	0.32	0.81	-1.1098	-0.1188	-2.2491	-1.993	0.1197	0.2221	0.0	1.0	0.5437	0.5591	0.54	0.55	0.1	0.0	1.39	1.46
DB00806	DB00908	0.0124	0	0.6156	0.57	0.29	1.08	-1.1098	-0.4792	-2.2491	0.3076	0.1197	0.0545	0.0	0.0	0.5437	0.5976	0.54	0.55	0.1	0.14	1.39	1.69
DB00806	DB01136	0.0141	0	0.5075	0.5	0.17	0.81	-1.1098	-0.8367	-2.2491	-3.6808	0.1197	0.061	0.0	4.0	0.5437	0.5037	0.54	0.5	0.1	0.0	1.39	1.44
DB00806	DB01162	0.057	1	0.5286	0.555	0.0	0.81	-1.1098	0.0638	-2.2491	-2.1692	0.1197	0.2167	0.0	1.0	0.5437	0.5595	0.54	0.55	0.1	0.0	1.39	1.46
DB00806	DB00404	0.1369	0	0.6528	0.65	0.26	1.06	-1.1098	-0.3804	-2.2491	-0.0375	0.1197	0.0919	0.0	1.0	0.5437	0.6443	0.54	0.64	0.1	0.0	1.39	1.62
DB00806	DB00820	0.3632	1	0.59	0.61	0.0	0.82	-1.1098	0.8122	-2.2491	0.464	0.1197	0.5763	0.0	0.0	0.5437	0.6853	0.54	0.69	0.1	0.37	1.39	1.39
DB00806	DB00412	0.1076	0	0.5017	0.5	0.28	0.83	-1.1098	-0.9433	-2.2491	-2.1484	0.1197	0.1354	0.0	2.0	0.5437	0.4829	0.54	0.47	0.1	0.0	1.39	1.42
DB00806	DB01180	0.4862	0	0.6644	0.64	0.56	0.85	-1.1098	0.1961	-2.2491	-3.4187	0.1197	0.5287	0.0	1.0	0.5437	0.639	0.54	0.63	0.1	0.0	1.39	1.4
DB00806	DB00580	0.0441	0	0.5897	0.58	0.31	0.86	-1.1098	-0.5758	-2.2491	-1.9637	0.1197	0.0661	0.0	2.0	0.5437	0.5882	0.54	0.58	0.1	0.0	1.39	1.62
DB00806	DB00381	0.08	0	0.5745	0.58	0.23	0.87	-1.1098	-1.3903	-2.2491	-2.4041	0.1197	0.1117	0.0	2.0	0.5437	0.5771	0.54	0.57	0.1	0.0	1.39	1.49
DB00806	DB01119	0.0265	0	0.5744	0.56	0.29	0.84	-1.1098	0.327	-2.2491	-2.4208	0.1197	0.0734	0.0	2.0	0.5437	0.5673	0.54	0.56	0.1	0.0	1.39	1.44
DB00806	DB00217	0.0229	1	0.4997	0.545	0.0	0.73	-1.1098	-0.1789	-2.2491	-4.0286	0.1197	0.2297	0.0	2.0	0.5437	0.559	0.54	0.56	0.1	0.0	1.39	1.33
DB00806	DB00575	0.0293	1	0.5218	0.545	0.0	0.85	-1.1098	0.1855	-2.2491	-1.7693	0.1197	0.1828	0.0	1.0	0.5437	0.5567	0.54	0.55	0.1	0.0	1.39	1.43
DB00806	DB00968	-0.0051	0	0.5417	0.555	0.35	0.72	-1.1098	0.1698	-2.2491	-1.9512	0.1197	0.117	0.0	1.0	0.5437	0.5622	0.54	0.55	0.1	0.0	1.39	1.33
DB00806	DB01018	-0.0282	0	0.4783	0.49	0.31	0.6	-1.1098	-0.3673	-2.2491	-2.8882	0.1197	0.1	0.0	1.0	0.5437	0.5195	0.54	0.51	0.1	0.0	1.39	1.28
DB00806	DB01043	0.0732	0	0.4889	0.42	0.21	1.04	-1.1098	-2.1088	-2.2491	-3.4109	0.1197	0.1384	0.0	0.0	0.5437	0.4975	0.54	0.46	0.1	0.05	1.39	1.63
DB00806	DB01116	0.6132	0	0.79	0.78	0.7	0.91	-1.1098	0.8073	-2.2491	0.7369	0.1197	0.6504	0.0	0.0	0.5437	0.7593	0.54	0.74	0.1	0.47	1.39	1.49
DB00806	DB00706	0.0244	0	0.4864	0.49	0.1	0.75	-1.1098	-0.7685	-2.2491	-2.6176	0.1197	0.1555	0.0	2.0	0.5437	0.5197	0.54	0.51	0.1	0.0	1.39	1.39
DB00806	DB00765	0.2942	0	0.4778	0.48	0.32	0.61	-1.1098	-1.657	-2.2491	-3.135	0.1197	0.3535	0.0	1.0	0.5437	0.4631	0.54	0.46	0.1	0.0	1.39	1.26
DB00806	DB00657	0.9822	0	1.1633	1.15	1.03	1.34	-1.1098	3.8434	-2.2491	3.3878	0.1197	1.0142	0.0	0.0	0.5437	1.123	0.54	1.11	0.1	0.85	1.39	1.69
DB00806	DB01626	0.3918	0	0.6606	0.66	0.51	0.87	-1.1098	1.652	-2.2491	1.0082	0.1197	0.4711	0.0	0.0	0.5437	0.6617	0.54	0.65	0.1	0.36	1.39	1.42
DB00806	DB00325	0.2232	1	0.4344	0.48	0.0	0.61	-1.1098	-2.2973	-2.2491	-1.2926	0.1197	0.3421	0.0	0.0	0.5437	0.4508	0.54	0.45	0.1	0.19	1.39	1.2
DB00806	DB00476	0.0856	0	0.6131	0.59	0.27	1.08	-1.1098	-0.9179	-2.2491	-4.1657	0.1197	0.1007	0.0	4.0	0.5437	0.6119	0.54	0.59	0.1	0.0	1.39	1.69
DB00806	DB08932	0.1122	0	0.5022	0.505	0.35	0.63	-1.1098	-0.3467	-2.2491	-3.9634	0.1197	0.1953	0.0	2.0	0.5437	0.5077	0.54	0.51	0.1	0.0	1.39	1.29
DB00996	DB00457	0.0528	0	0.5682	0.58	0.32	0.76	-1.1994	0.4925	-2.1092	-1.9218	0.0927	0.1538	1.0	1.0	0.5278	0.5821	0.52	0.57	0.0	0.0	1.25	1.46
DB00996	DB00590	0.0806	0	0.5432	0.58	0.32	0.76	-1.1994	-0.1188	-2.1092	-1.993	0.0927	0.2221	1.0	1.0	0.5278	0.5591	0.52	0.55	0.0	0.0	1.25	1.46
DB00996	DB01018	-0.0563	0	0.4862	0.49	0.35	0.59	-1.1994	-0.3673	-2.1092	-2.8882	0.0927	0.1	1.0	1.0	0.5278	0.5195	0.52	0.51	0.0	0.0	1.25	1.28
DB00996	DB00765	0.2468	0	0.475	0.515	0.34	0.53	-1.1994	-1.657	-2.1092	-3.135	0.0927	0.3535	1.0	1.0	0.5278	0.4631	0.52	0.46	0.0	0.0	1.25	1.26
DB00996	DB01626	0.3537	0	0.6712	0.69	0.52	0.76	-1.1994	1.652	-2.1092	1.0082	0.0927	0.4711	1.0	0.0	0.5278	0.6617	0.52	0.65	0.0	0.36	1.25	1.42
DB01223	DB00559	0.1407	0	0.526	0.54	0.42	0.63	0.3538	-0.3467	-2.1759	-3.9634	0.1955	0.1953	1.0	2.0	0.5752	0.5077	0.56	0.51	0.0	0.0	1.39	1.29
DB01223	DB01275	0.1007	0	0.627	0.6	0.53	0.73	0.3538	1.151	-2.1759	-1.5701	0.1955	0.1151	1.0	1.0	0.5752	0.5698	0.56	0.56	0.0	0.0	1.39	1.39
DB01223	DB00590	0.1664	0	0.5837	0.59	0.35	0.8	0.3538	-0.1188	-2.1759	-1.993	0.1955	0.2221	1.0	1.0	0.5752	0.5591	0.56	0.55	0.0	0.0	1.39	1.46
DB01223	DB00575	0.1202	0	0.5708	0.58	0.35	0.83	0.3538	0.1855	-2.1759	-1.7693	0.1955	0.1828	1.0	1.0	0.5752	0.5567	0.56	0.55	0.0	0.0	1.39	1.43
DB01303	DB00575	0.0619	0	0.4966	0.495	0.32	0.73	-1.387	0.1855	-3.0994	-1.7693	0.1301	0.1828	1.0	1.0	0.5101	0.5567	0.51	0.55	0.0	0.0	1.35	1.43
DB01412	DB01275	0.1	0	0.595	0.59	0.53	0.69	-0.0756	1.151	-1.1134	-1.5701	0.2264	0.1151	0.0	1.0	0.5392	0.5698	0.53	0.56	0.1	0.0	1.32	1.39
DB01412	DB00820	0.5175	0	0.7033	0.73	0.56	0.82	-0.0756	0.8122	-1.1134	0.464	0.2264	0.5763	0.0	0.0	0.5392	0.6853	0.53	0.69	0.1	0.37	1.32	1.39
DB01412	DB00575	0.1197	0	0.5246	0.545	0.35	0.74	-0.0756	0.1855	-1.1134	-1.7693	0.2264	0.1828	0.0	1.0	0.5392	0.5567	0.53	0.55	0.1	0.0	1.32	1.43
DB01412	DB00968	-0.02	0	0.51	0.555	0.35	0.62	-0.0756	0.1698	-1.1134	-1.9512	0.2264	0.117	0.0	1.0	0.5392	0.5622	0.53	0.55	0.1	0.0	1.32	1.33
DB01412	DB01018	-0.007	0	0.4683	0.475	0.35	0.57	-0.0756	-0.3673	-1.1134	-2.8882	0.2264	0.1	0.0	1.0	0.5392	0.5195	0.53	0.51	0.1	0.0	1.32	1.28
DB01412	DB00657	0.9825	0	1.14	1.15	1.11	1.16	-0.0756	3.8434	-1.1134	3.3878	0.2264	1.0142	0.0	0.0	0.5392	1.123	0.53	1.11	0.1	0.85	1.32	1.69
DB01412	DB00325	0.325	0	0.4867	0.46	0.44	0.56	-0.0756	-2.2973	-1.1134	-1.2926	0.2264	0.3421	0.0	0.0	0.5392	0.4508	0.53	0.45	0.1	0.19	1.32	1.2
DB01412	DB08932	0.158	0	0.5217	0.52	0.42	0.63	-0.0756	-0.3467	-1.1134	-3.9634	0.2264	0.1953	0.0	2.0	0.5392	0.5077	0.53	0.51	0.1	0.0	1.32	1.29
DB04932	DB01626	0.439	0	0.6567	0.675	0.55	0.73	-0.1836	1.652	-1.3375	1.0082	0.2626	0.4711	0.0	0.0	0.5742	0.6617	0.57	0.65	0.1	0.36	1.39	1.42
DB00619	DB00586	0.0624	0	0.5015	0.49	0.18	1.04	-2.8421	-0.8895	-4.1971	-4.5862	0.0599	0.0954	1.0	4.0	0.479	0.5519	0.46	0.54	0.0	0.0	1.61	1.46
DB00619	DB01069	0.012	0	0.5122	0.5	0.11	1.25	-2.8421	-1.8402	-4.1971	-1.6143	0.0599	0.0473	1.0	2.0	0.479	0.5674	0.46	0.55	0.0	0.0	1.61	1.55
DB00619	DB00457	0.0646	2	0.5205	0.5	0.0	1.03	-2.8421	0.4925	-4.1971	-1.9218	0.0599	0.1538	1.0	1.0	0.479	0.5821	0.46	0.57	0.0	0.0	1.61	1.46
DB00619	DB00590	0.1596	0	0.4969	0.46	0.23	1.03	-2.8421	-0.1188	-4.1971	-1.993	0.0599	0.2221	1.0	1.0	0.479	0.5591	0.46	0.55	0.0	0.0	1.61	1.46
DB00619	DB01136	-0.0109	2	0.4423	0.435	0.0	0.94	-2.8421	-0.8367	-4.1971	-3.6808	0.0599	0.061	1.0	4.0	0.479	0.5037	0.46	0.5	0.0	0.0	1.61	1.44
DB00619	DB00783	0.0371	0	0.4803	0.48	0.11	1.06	-2.8421	-0.6558	-4.1971	-0.6463	0.0599	0.0805	1.0	1.0	0.479	0.5415	0.46	0.54	0.0	0.0	1.61	1.44
DB00619	DB00231	0.1557	0	0.6129	0.59	0.18	1.18	-2.8421	0.9493	-4.1971	0.4066	0.0599	0.199	1.0	0.0	0.479	0.6654	0.46	0.65	0.0	0.24	1.61	1.62
DB00619	DB00404	0.0605	0	0.5915	0.57	0.14	1.18	-2.8421	-0.3804	-4.1971	-0.0375	0.0599	0.0919	1.0	1.0	0.479	0.6443	0.46	0.64	0.0	0.0	1.61	1.62
DB00619	DB00820	0.5269	0	0.6345	0.585	0.43	1.01	-2.8421	0.8122	-4.1971	0.464	0.0599	0.5763	1.0	0.0	0.479	0.6853	0.46	0.69	0.0	0.37	1.61	1.39
DB00619	DB00575	0.127	0	0.4967	0.47	0.21	0.97	-2.8421	0.1855	-4.1971	-1.7693	0.0599	0.1828	1.0	1.0	0.479	0.5567	0.46	0.55	0.0	0.0	1.61	1.43
DB00619	DB01018	0.0402	0	0.462	0.45	0.21	0.86	-2.8421	-0.3673	-4.1971	-2.8882	0.0599	0.1	1.0	1.0	0.479	0.5195	0.46	0.51	0.0	0.0	1.61	1.28
DB00619	DB01023	0.0384	0	0.5082	0.51	0.06	1.04	-2.8421	-0.8716	-4.1971	-1.9344	0.0599	0.0715	1.0	3.0	0.479	0.5648	0.46	0.56	0.0	0.0	1.61	1.49
DB00619	DB00706	0.1081	0	0.4592	0.44	0.18	0.88	-2.8421	-0.7685	-4.1971	-2.6176	0.0599	0.1555	1.0	2.0	0.479	0.5197	0.46	0.51	0.0	0.0	1.61	1.39
DB00619	DB00364	0.039	0	0.4607	0.39	0.06	1.28	-2.8421	-2.8458	-4.1971	-1.2447	0.0599	0.0966	1.0	0.0	0.479	0.5178	0.46	0.47	0.0	0.04	1.61	1.61
DB00619	DB00433	0.0793	0	0.4909	0.465	0.18	1.02	-2.8421	-0.7925	-4.1971	-2.5036	0.0599	0.1146	1.0	2.0	0.479	0.5464	0.46	0.54	0.0	0.0	1.61	1.44
DB01254	DB00559	0.1548	0	0.4243	0.41	0.28	0.77	-2.1577	-0.3467	-7.3923	-3.9634	0.0699	0.1953	0.0	2.0	0.4335	0.5077	0.42	0.51	0.0	0.0	1.58	1.29
DB01254	DB01275	0.0766	0	0.4784	0.47	0.34	0.75	-2.1577	1.151	-7.3923	-1.5701	0.0699	0.1151	0.0	1.0	0.4335	0.5698	0.42	0.56	0.0	0.0	1.58	1.39
DB01254	DB00457	0.0967	0	0.4777	0.46	0.22	0.93	-2.1577	0.4925	-7.3923	-1.9218	0.0699	0.1538	0.0	1.0	0.4335	0.5821	0.42	0.57	0.0	0.0	1.58	1.46
DB01254	DB00590	0.1523	0	0.449	0.44	0.22	0.87	-2.1577	-0.1188	-7.3923	-1.993	0.0699	0.2221	0.0	1.0	0.4335	0.5591	0.42	0.55	0.0	0.0	1.58	1.46
DB01254	DB00820	0.5134	0	0.5877	0.58	0.43	0.94	-2.1577	0.8122	-7.3923	0.464	0.0699	0.5763	0.0	0.0	0.4335	0.6853	0.42	0.69	0.0	0.37	1.58	1.39
DB01254	DB00999	0.0278	0	0.5207	0.52	0.2	1.02	-2.1577	0.5323	-7.3923	-1.432	0.0699	0.0805	0.0	2.0	0.4335	0.6195	0.42	0.62	0.0	0.0	1.58	1.44
DB01254	DB00575	0.1191	0	0.4516	0.44	0.21	0.93	-2.1577	0.1855	-7.3923	-1.7693	0.0699	0.1828	0.0	1.0	0.4335	0.5567	0.42	0.55	0.0	0.0	1.58	1.43
DB01254	DB01018	0.0222	0	0.414	0.4	0.21	0.83	-2.1577	-0.3673	-7.3923	-2.8882	0.0699	0.1	0.0	1.0	0.4335	0.5195	0.42	0.51	0.0	0.0	1.58	1.28
DB01254	DB08932	0.1548	0	0.4243	0.41	0.28	0.77	-2.1577	-0.3467	-7.3923	-3.9634	0.0699	0.1953	0.0	2.0	0.4335	0.5077	0.42	0.51	0.0	0.0	1.58	1.29
DB04868	DB00350	-0.0044	0	0.5414	0.54	0.25	0.88	-2.6728	-0.6013	-6.8388	-2.3293	0.0633	0.071	1.0	1.0	0.4531	0.6329	0.44	0.63	0.0	0.0	1.45	1.46
DB04868	DB00559	0.1569	0	0.4424	0.42	0.28	0.79	-2.6728	-0.3467	-6.8388	-3.9634	0.0633	0.1953	1.0	2.0	0.4531	0.5077	0.44	0.51	0.0	0.0	1.45	1.29
DB04868	DB01275	0.0724	0	0.4925	0.48	0.29	0.79	-2.6728	1.151	-6.8388	-1.5701	0.0633	0.1151	1.0	1.0	0.4531	0.5698	0.44	0.56	0.0	0.0	1.45	1.39
