drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB00753	DB01116	0.5655	0	0.7471	0.69	0.62	1.07	-1.6111	0.8073	-1.5638	0.7369	0.08	0.6504	0.0	0.0	0.5245	0.7593	0.51	0.74	0.04	0.47	1.53	1.49
DB00753	DB00765	0.2493	0	0.4357	0.36	0.27	0.72	-1.6111	-1.657	-1.5638	-3.135	0.08	0.3535	0.0	1.0	0.5245	0.4631	0.51	0.46	0.04	0.0	1.53	1.26
DB00753	DB00657	0.9293	0	1.11	1.03	0.99	1.41	-1.6111	3.8434	-1.5638	3.3878	0.08	1.0142	0.0	0.0	0.5245	1.123	0.51	1.11	0.04	0.85	1.53	1.69
DB00753	DB01626	0.3448	0	0.6343	0.585	0.41	0.98	-1.6111	1.652	-1.5638	1.0082	0.08	0.4711	0.0	0.0	0.5245	0.6617	0.51	0.65	0.04	0.36	1.53	1.42
DB00753	DB00325	0.2393	0	0.4229	0.37	0.28	0.69	-1.6111	-2.2973	-1.5638	-1.2926	0.08	0.3421	0.0	0.0	0.5245	0.4508	0.51	0.45	0.04	0.19	1.53	1.2
DB00753	DB08932	0.1165	0	0.5107	0.475	0.31	0.8	-1.6111	-0.3467	-1.5638	-3.9634	0.08	0.1953	0.0	2.0	0.5245	0.5077	0.51	0.51	0.04	0.0	1.53	1.29
DB01028	DB01180	0.4464	0	0.6533	0.62	0.5	0.96	-1.7853	0.1961	-1.0599	-3.4187	0.0808	0.5287	0.0	1.0	0.5496	0.639	0.53	0.63	0.07	0.0	1.53	1.4
DB01028	DB01119	-0.0123	0	0.577	0.555	0.25	0.96	-1.7853	0.327	-1.0599	-2.4208	0.0808	0.0734	0.0	2.0	0.5496	0.5673	0.53	0.56	0.07	0.0	1.53	1.44
DB01028	DB00217	0.1358	0	0.5879	0.555	0.4	0.85	-1.7853	-0.1789	-1.0599	-4.0286	0.0808	0.2297	0.0	2.0	0.5496	0.559	0.53	0.56	0.07	0.0	1.53	1.33
DB01028	DB00575	0.0735	0	0.5717	0.55	0.26	1.0	-1.7853	0.1855	-1.0599	-1.7693	0.0808	0.1828	0.0	1.0	0.5496	0.5567	0.53	0.55	0.07	0.0	1.53	1.43
DB01028	DB00968	0.05	0	0.5958	0.57	0.41	0.85	-1.7853	0.1698	-1.0599	-1.9512	0.0808	0.117	0.0	1.0	0.5496	0.5622	0.53	0.55	0.07	0.0	1.53	1.33
DB01028	DB01018	0.02	0	0.5508	0.51	0.34	0.85	-1.7853	-0.3673	-1.0599	-2.8882	0.0808	0.1	0.0	1.0	0.5496	0.5195	0.53	0.51	0.07	0.0	1.53	1.28
DB01028	DB01116	0.5664	0	0.7683	0.715	0.65	1.07	-1.7853	0.8073	-1.0599	0.7369	0.0808	0.6504	0.0	0.0	0.5496	0.7593	0.53	0.74	0.07	0.47	1.53	1.49
DB01028	DB00765	0.2521	0	0.4633	0.44	0.28	0.72	-1.7853	-1.657	-1.0599	-3.135	0.0808	0.3535	0.0	1.0	0.5496	0.4631	0.53	0.46	0.07	0.0	1.53	1.26
DB01028	DB00657	0.9193	0	1.1233	1.08	0.99	1.41	-1.7853	3.8434	-1.0599	3.3878	0.0808	1.0142	0.0	0.0	0.5496	1.123	0.53	1.11	0.07	0.85	1.53	1.69
DB01028	DB01626	0.3413	0	0.6592	0.615	0.41	0.98	-1.7853	1.652	-1.0599	1.0082	0.0808	0.4711	0.0	0.0	0.5496	0.6617	0.53	0.65	0.07	0.36	1.53	1.42
DB01028	DB00325	0.2364	0	0.445	0.42	0.28	0.69	-1.7853	-2.2973	-1.0599	-1.2926	0.0808	0.3421	0.0	0.0	0.5496	0.4508	0.53	0.45	0.07	0.19	1.53	1.2
DB01028	DB08932	0.1125	0	0.5375	0.535	0.31	0.8	-1.7853	-0.3467	-1.0599	-3.9634	0.0808	0.1953	0.0	2.0	0.5496	0.5077	0.53	0.51	0.07	0.0	1.53	1.29
DB01159	DB01180	0.4878	0	0.6494	0.645	0.48	0.96	-1.9352	0.1961	-3.8977	-3.4187	0.0822	0.5287	2.0	1.0	0.5426	0.639	0.53	0.63	0.0	0.0	1.53	1.4
DB01159	DB01119	-0.0192	1	0.5561	0.55	0.0	0.96	-1.9352	0.327	-3.8977	-2.4208	0.0822	0.0734	2.0	2.0	0.5426	0.5673	0.53	0.56	0.0	0.0	1.53	1.44
DB01159	DB00217	0.1562	0	0.5581	0.545	0.35	0.85	-1.9352	-0.1789	-3.8977	-4.0286	0.0822	0.2297	2.0	2.0	0.5426	0.559	0.53	0.56	0.0	0.0	1.53	1.33
DB01159	DB00575	0.1086	0	0.5564	0.535	0.24	1.0	-1.9352	0.1855	-3.8977	-1.7693	0.0822	0.1828	2.0	1.0	0.5426	0.5567	0.53	0.55	0.0	0.0	1.53	1.43
DB01159	DB00968	0.0568	0	0.5588	0.54	0.35	0.85	-1.9352	0.1698	-3.8977	-1.9512	0.0822	0.117	2.0	1.0	0.5426	0.5622	0.53	0.55	0.0	0.0	1.53	1.33
DB01159	DB01018	0.0407	0	0.5147	0.505	0.31	0.85	-1.9352	-0.3673	-3.8977	-2.8882	0.0822	0.1	2.0	1.0	0.5426	0.5195	0.53	0.51	0.0	0.0	1.53	1.28
DB01159	DB01116	0.6114	0	0.7712	0.755	0.63	1.07	-1.9352	0.8073	-3.8977	0.7369	0.0822	0.6504	2.0	0.0	0.5426	0.7593	0.53	0.74	0.0	0.47	1.53	1.49
DB01159	DB00765	0.2967	0	0.4588	0.49	0.28	0.72	-1.9352	-1.657	-3.8977	-3.135	0.0822	0.3535	2.0	1.0	0.5426	0.4631	0.53	0.46	0.0	0.0	1.53	1.26
DB01159	DB00657	0.9737	0	1.135	1.135	0.97	1.41	-1.9352	3.8434	-3.8977	3.3878	0.0822	1.0142	2.0	0.0	0.5426	1.123	0.53	1.11	0.0	0.85	1.53	1.69
DB01159	DB01626	0.3973	0	0.6566	0.655	0.39	0.98	-1.9352	1.652	-3.8977	1.0082	0.0822	0.4711	2.0	0.0	0.5426	0.6617	0.53	0.65	0.0	0.36	1.53	1.42
DB01159	DB00325	0.2837	0	0.4475	0.455	0.24	0.69	-1.9352	-2.2973	-3.8977	-1.2926	0.0822	0.3421	2.0	0.0	0.5426	0.4508	0.53	0.45	0.0	0.19	1.53	1.2
DB01159	DB08932	0.1507	0	0.5228	0.52	0.29	0.8	-1.9352	-0.3467	-3.8977	-3.9634	0.0822	0.1953	2.0	2.0	0.5426	0.5077	0.53	0.51	0.0	0.0	1.53	1.29
DB01189	DB01236	-0.37	6	0.4617	0.49	0.0	0.91	-1.7853	-1.7853	-1.0599	-1.0599	0.0808	0.0808	0.0	0.0	0.5496	0.5496	0.53	0.53	0.07	0.07	1.53	1.53
DB01189	DB01180	0.4464	0	0.6533	0.62	0.5	0.96	-1.7853	0.1961	-1.0599	-3.4187	0.0808	0.5287	0.0	1.0	0.5496	0.639	0.53	0.63	0.07	0.0	1.53	1.4
DB01189	DB01119	-0.0123	0	0.577	0.555	0.25	0.96	-1.7853	0.327	-1.0599	-2.4208	0.0808	0.0734	0.0	2.0	0.5496	0.5673	0.53	0.56	0.07	0.0	1.53	1.44
DB01189	DB00217	0.1358	0	0.5879	0.555	0.4	0.85	-1.7853	-0.1789	-1.0599	-4.0286	0.0808	0.2297	0.0	2.0	0.5496	0.559	0.53	0.56	0.07	0.0	1.53	1.33
DB01189	DB00575	0.0735	0	0.5717	0.55	0.26	1.0	-1.7853	0.1855	-1.0599	-1.7693	0.0808	0.1828	0.0	1.0	0.5496	0.5567	0.53	0.55	0.07	0.0	1.53	1.43
DB01189	DB00968	0.05	0	0.5958	0.57	0.41	0.85	-1.7853	0.1698	-1.0599	-1.9512	0.0808	0.117	0.0	1.0	0.5496	0.5622	0.53	0.55	0.07	0.0	1.53	1.33
DB01189	DB01018	0.02	0	0.5508	0.51	0.34	0.85	-1.7853	-0.3673	-1.0599	-2.8882	0.0808	0.1	0.0	1.0	0.5496	0.5195	0.53	0.51	0.07	0.0	1.53	1.28
DB01189	DB01116	0.5664	0	0.7683	0.715	0.65	1.07	-1.7853	0.8073	-1.0599	0.7369	0.0808	0.6504	0.0	0.0	0.5496	0.7593	0.53	0.74	0.07	0.47	1.53	1.49
DB01189	DB00765	0.2521	0	0.4633	0.44	0.28	0.72	-1.7853	-1.657	-1.0599	-3.135	0.0808	0.3535	0.0	1.0	0.5496	0.4631	0.53	0.46	0.07	0.0	1.53	1.26
DB01189	DB00657	0.9193	0	1.1233	1.08	0.99	1.41	-1.7853	3.8434	-1.0599	3.3878	0.0808	1.0142	0.0	0.0	0.5496	1.123	0.53	1.11	0.07	0.85	1.53	1.69
DB01189	DB01626	0.3413	0	0.6592	0.615	0.41	0.98	-1.7853	1.652	-1.0599	1.0082	0.0808	0.4711	0.0	0.0	0.5496	0.6617	0.53	0.65	0.07	0.36	1.53	1.42
DB01189	DB00325	0.2364	0	0.445	0.42	0.28	0.69	-1.7853	-2.2973	-1.0599	-1.2926	0.0808	0.3421	0.0	0.0	0.5496	0.4508	0.53	0.45	0.07	0.19	1.53	1.2
DB01189	DB08932	0.1125	0	0.5375	0.535	0.31	0.8	-1.7853	-0.3467	-1.0599	-3.9634	0.0808	0.1953	0.0	2.0	0.5496	0.5077	0.53	0.51	0.07	0.0	1.53	1.29
DB01236	DB01180	0.4464	0	0.6533	0.62	0.5	0.96	-1.7853	0.1961	-1.0599	-3.4187	0.0808	0.5287	0.0	1.0	0.5496	0.639	0.53	0.63	0.07	0.0	1.53	1.4
DB01236	DB01119	-0.0123	0	0.577	0.555	0.25	0.96	-1.7853	0.327	-1.0599	-2.4208	0.0808	0.0734	0.0	2.0	0.5496	0.5673	0.53	0.56	0.07	0.0	1.53	1.44
DB01236	DB00217	0.1358	0	0.5879	0.555	0.4	0.85	-1.7853	-0.1789	-1.0599	-4.0286	0.0808	0.2297	0.0	2.0	0.5496	0.559	0.53	0.56	0.07	0.0	1.53	1.33
DB01236	DB00968	0.05	0	0.5958	0.57	0.41	0.85	-1.7853	0.1698	-1.0599	-1.9512	0.0808	0.117	0.0	1.0	0.5496	0.5622	0.53	0.55	0.07	0.0	1.53	1.33
DB01236	DB01018	0.02	0	0.5508	0.51	0.34	0.85	-1.7853	-0.3673	-1.0599	-2.8882	0.0808	0.1	0.0	1.0	0.5496	0.5195	0.53	0.51	0.07	0.0	1.53	1.28
DB01236	DB01116	0.5664	0	0.7683	0.715	0.65	1.07	-1.7853	0.8073	-1.0599	0.7369	0.0808	0.6504	0.0	0.0	0.5496	0.7593	0.53	0.74	0.07	0.47	1.53	1.49
DB01236	DB01115	-0.0692	2	0.5524	0.575	0.0	1.04	-1.7853	-1.434	-1.0599	-2.6744	0.0808	0.0868	0.0	3.0	0.5496	0.5647	0.53	0.56	0.07	0.0	1.53	1.53
DB01236	DB00765	0.2521	0	0.4633	0.44	0.28	0.72	-1.7853	-1.657	-1.0599	-3.135	0.0808	0.3535	0.0	1.0	0.5496	0.4631	0.53	0.46	0.07	0.0	1.53	1.26
DB01236	DB00657	0.9193	0	1.1233	1.08	0.99	1.41	-1.7853	3.8434	-1.0599	3.3878	0.0808	1.0142	0.0	0.0	0.5496	1.123	0.53	1.11	0.07	0.85	1.53	1.69
DB01236	DB01626	0.3413	0	0.6592	0.615	0.41	0.98	-1.7853	1.652	-1.0599	1.0082	0.0808	0.4711	0.0	0.0	0.5496	0.6617	0.53	0.65	0.07	0.36	1.53	1.42
DB01236	DB00215	-0.0335	0	0.5764	0.56	0.2	1.03	-1.7853	-0.4093	-1.0599	-2.4129	0.0808	0.0837	0.0	2.0	0.5496	0.5827	0.53	0.57	0.07	0.0	1.53	1.47
DB01236	DB00325	0.2364	0	0.445	0.42	0.28	0.69	-1.7853	-2.2973	-1.0599	-1.2926	0.0808	0.3421	0.0	0.0	0.5496	0.4508	0.53	0.45	0.07	0.19	1.53	1.2
DB01236	DB08932	0.1125	0	0.5375	0.535	0.31	0.8	-1.7853	-0.3467	-1.0599	-3.9634	0.0808	0.1953	0.0	2.0	0.5496	0.5077	0.53	0.51	0.07	0.0	1.53	1.29
DB01373	DB00999	0.0383	0	0.6134	0.62	0.26	0.91	-0.8023	0.5323	-0.9431	-1.432	0.1072	0.0805	1.0	2.0	0.531	0.6195	0.53	0.62	0.0	0.0	1.39	1.44
DB01373	DB01115	0.0148	2	0.5445	0.56	0.0	0.99	-0.8023	-1.434	-0.9431	-2.6744	0.1072	0.0868	1.0	3.0	0.531	0.5647	0.53	0.56	0.0	0.0	1.39	1.53
DB01373	DB00270	0.0063	1	0.5798	0.605	0.0	0.87	-0.8023	-0.9738	-0.9431	-1.1952	0.1072	0.0943	1.0	2.0	0.531	0.5945	0.53	0.59	0.0	0.0	1.39	1.49
DB01373	DB00887	0.0299	0	0.5874	0.59	0.19	0.91	-0.8023	-0.8656	-0.9431	-0.4662	0.1072	0.0382	1.0	1.0	0.531	0.5964	0.53	0.6	0.0	0.0	1.39	1.44
DB01087	DB00575	0.1196	0	0.5556	0.57	0.45	0.79	-1.0784	0.1855	-1.4906	-1.7693	0.1442	0.1828	0.0	1.0	0.5302	0.5567	0.53	0.55	0.12	0.0	1.36	1.43
DB01087	DB01018	-0.01	0	0.5025	0.49	0.45	0.58	-1.0784	-0.3673	-1.4906	-2.8882	0.1442	0.1	0.0	1.0	0.5302	0.5195	0.53	0.51	0.12	0.0	1.36	1.28
DB01087	DB00325	0.2517	0	0.49	0.49	0.42	0.56	-1.0784	-2.2973	-1.4906	-1.2926	0.1442	0.3421	0.0	0.0	0.5302	0.4508	0.53	0.45	0.12	0.19	1.36	1.2
DB01087	DB08932	0.025	0	0.46	0.46	0.36	0.56	-1.0784	-0.3467	-1.4906	-3.9634	0.1442	0.1953	0.0	2.0	0.5302	0.5077	0.53	0.51	0.12	0.0	1.36	1.29
DB00178	DB01180	0.0	1	0.0	0.0	0.0	0.0	0.1961	0.1961	-3.4187	-3.4187	0.5287	0.5287	1.0	1.0	0.639	0.639	0.63	0.63	0.0	0.0	1.4	1.4
DB00178	DB01119	0.4417	0	0.708	0.75	0.55	0.8	0.1961	0.327	-3.4187	-2.4208	0.5287	0.0734	1.0	2.0	0.639	0.5673	0.63	0.56	0.0	0.0	1.4	1.44
DB00178	DB00217	0.4958	0	0.685	0.685	0.67	0.7	0.1961	-0.1789	-3.4187	-4.0286	0.5287	0.2297	1.0	2.0	0.639	0.559	0.63	0.56	0.0	0.0	1.4	1.33
DB00178	DB00968	0.4067	0	0.725	0.725	0.7	0.75	0.1961	0.1698	-3.4187	-1.9512	0.5287	0.117	1.0	1.0	0.639	0.5622	0.63	0.55	0.0	0.0	1.4	1.33
DB00178	DB01018	0.4017	0	0.675	0.675	0.65	0.7	0.1961	-0.3673	-3.4187	-2.8882	0.5287	0.1	1.0	1.0	0.639	0.5195	0.63	0.51	0.0	0.0	1.4	1.28
DB00178	DB01116	0.89	0	0.89	0.89	0.89	0.89	0.1961	0.8073	-3.4187	0.7369	0.5287	0.6504	1.0	0.0	0.639	0.7593	0.63	0.74	0.0	0.47	1.4	1.49
DB00178	DB00765	0.59	0	0.59	0.59	0.59	0.59	0.1961	-1.657	-3.4187	-3.135	0.5287	0.3535	1.0	1.0	0.639	0.4631	0.63	0.46	0.0	0.0	1.4	1.26
DB00178	DB00657	1.19	0	1.19	1.19	1.19	1.19	0.1961	3.8434	-3.4187	3.3878	0.5287	1.0142	1.0	0.0	0.639	1.123	0.63	1.11	0.0	0.85	1.4	1.69
DB00178	DB01626	0.7683	0	0.825	0.825	0.82	0.83	0.1961	1.652	-3.4187	1.0082	0.5287	0.4711	1.0	0.0	0.639	0.6617	0.63	0.65	0.0	0.36	1.4	1.42
DB00178	DB00325	0.6	0	0.6	0.6	0.6	0.6	0.1961	-2.2973	-3.4187	-1.2926	0.5287	0.3421	1.0	0.0	0.639	0.4508	0.63	0.45	0.0	0.19	1.4	1.2
DB00178	DB08932	0.46	0	0.64	0.64	0.61	0.67	0.1961	-0.3467	-3.4187	-3.9634	0.5287	0.1953	1.0	2.0	0.639	0.5077	0.63	0.51	0.0	0.0	1.4	1.29
DB00492	DB01180	0.0	1	0.0	0.0	0.0	0.0	0.1961	0.1961	-3.4187	-3.4187	0.5287	0.5287	1.0	1.0	0.639	0.639	0.63	0.63	0.0	0.0	1.4	1.4
DB00492	DB01119	0.4417	0	0.708	0.75	0.55	0.8	0.1961	0.327	-3.4187	-2.4208	0.5287	0.0734	1.0	2.0	0.639	0.5673	0.63	0.56	0.0	0.0	1.4	1.44
DB00492	DB00217	0.4958	0	0.685	0.685	0.67	0.7	0.1961	-0.1789	-3.4187	-4.0286	0.5287	0.2297	1.0	2.0	0.639	0.559	0.63	0.56	0.0	0.0	1.4	1.33
DB00492	DB00575	0.5051	0	0.6762	0.67	0.57	0.85	0.1961	0.1855	-3.4187	-1.7693	0.5287	0.1828	1.0	1.0	0.639	0.5567	0.63	0.55	0.0	0.0	1.4	1.43
DB00492	DB00968	0.4067	0	0.725	0.725	0.7	0.75	0.1961	0.1698	-3.4187	-1.9512	0.5287	0.117	1.0	1.0	0.639	0.5622	0.63	0.55	0.0	0.0	1.4	1.33
DB00492	DB01018	0.4017	0	0.675	0.675	0.65	0.7	0.1961	-0.3673	-3.4187	-2.8882	0.5287	0.1	1.0	1.0	0.639	0.5195	0.63	0.51	0.0	0.0	1.4	1.28
DB00492	DB01116	0.89	0	0.89	0.89	0.89	0.89	0.1961	0.8073	-3.4187	0.7369	0.5287	0.6504	1.0	0.0	0.639	0.7593	0.63	0.74	0.0	0.47	1.4	1.49
DB00492	DB00765	0.59	0	0.59	0.59	0.59	0.59	0.1961	-1.657	-3.4187	-3.135	0.5287	0.3535	1.0	1.0	0.639	0.4631	0.63	0.46	0.0	0.0	1.4	1.26
DB00492	DB00657	1.19	0	1.19	1.19	1.19	1.19	0.1961	3.8434	-3.4187	3.3878	0.5287	1.0142	1.0	0.0	0.639	1.123	0.63	1.11	0.0	0.85	1.4	1.69
DB00492	DB01626	0.7683	0	0.825	0.825	0.82	0.83	0.1961	1.652	-3.4187	1.0082	0.5287	0.4711	1.0	0.0	0.639	0.6617	0.63	0.65	0.0	0.36	1.4	1.42
DB00492	DB00325	0.6	0	0.6	0.6	0.6	0.6	0.1961	-2.2973	-3.4187	-1.2926	0.5287	0.3421	1.0	0.0	0.639	0.4508	0.63	0.45	0.0	0.19	1.4	1.2
DB00492	DB08932	0.46	0	0.64	0.64	0.61	0.67	0.1961	-0.3467	-3.4187	-3.9634	0.5287	0.1953	1.0	2.0	0.639	0.5077	0.63	0.51	0.0	0.0	1.4	1.29
DB00519	DB01180	0.0	1	0.0	0.0	0.0	0.0	0.1961	0.1961	-3.4187	-3.4187	0.5287	0.5287	1.0	1.0	0.639	0.639	0.63	0.63	0.0	0.0	1.4	1.4
DB00519	DB01119	0.4417	0	0.708	0.75	0.55	0.8	0.1961	0.327	-3.4187	-2.4208	0.5287	0.0734	1.0	2.0	0.639	0.5673	0.63	0.56	0.0	0.0	1.4	1.44
DB00519	DB00217	0.4958	0	0.685	0.685	0.67	0.7	0.1961	-0.1789	-3.4187	-4.0286	0.5287	0.2297	1.0	2.0	0.639	0.559	0.63	0.56	0.0	0.0	1.4	1.33
DB00519	DB00575	0.5051	0	0.6762	0.67	0.57	0.85	0.1961	0.1855	-3.4187	-1.7693	0.5287	0.1828	1.0	1.0	0.639	0.5567	0.63	0.55	0.0	0.0	1.4	1.43
DB00519	DB00968	0.4067	0	0.725	0.725	0.7	0.75	0.1961	0.1698	-3.4187	-1.9512	0.5287	0.117	1.0	1.0	0.639	0.5622	0.63	0.55	0.0	0.0	1.4	1.33
DB00519	DB01018	0.4017	0	0.675	0.675	0.65	0.7	0.1961	-0.3673	-3.4187	-2.8882	0.5287	0.1	1.0	1.0	0.639	0.5195	0.63	0.51	0.0	0.0	1.4	1.28
DB00519	DB01116	0.89	0	0.89	0.89	0.89	0.89	0.1961	0.8073	-3.4187	0.7369	0.5287	0.6504	1.0	0.0	0.639	0.7593	0.63	0.74	0.0	0.47	1.4	1.49
DB00519	DB00765	0.59	0	0.59	0.59	0.59	0.59	0.1961	-1.657	-3.4187	-3.135	0.5287	0.3535	1.0	1.0	0.639	0.4631	0.63	0.46	0.0	0.0	1.4	1.26
DB00519	DB00657	1.19	0	1.19	1.19	1.19	1.19	0.1961	3.8434	-3.4187	3.3878	0.5287	1.0142	1.0	0.0	0.639	1.123	0.63	1.11	0.0	0.85	1.4	1.69
DB00519	DB01626	0.7683	0	0.825	0.825	0.82	0.83	0.1961	1.652	-3.4187	1.0082	0.5287	0.4711	1.0	0.0	0.639	0.6617	0.63	0.65	0.0	0.36	1.4	1.42
DB00519	DB00325	0.6	0	0.6	0.6	0.6	0.6	0.1961	-2.2973	-3.4187	-1.2926	0.5287	0.3421	1.0	0.0	0.639	0.4508	0.63	0.45	0.0	0.19	1.4	1.2
DB00519	DB08932	0.46	0	0.64	0.64	0.61	0.67	0.1961	-0.3467	-3.4187	-3.9634	0.5287	0.1953	1.0	2.0	0.639	0.5077	0.63	0.51	0.0	0.0	1.4	1.29
DB00542	DB01180	0.0	1	0.0	0.0	0.0	0.0	0.1961	0.1961	-3.4187	-3.4187	0.5287	0.5287	1.0	1.0	0.639	0.639	0.63	0.63	0.0	0.0	1.4	1.4
DB00542	DB01119	0.4417	0	0.708	0.75	0.55	0.8	0.1961	0.327	-3.4187	-2.4208	0.5287	0.0734	1.0	2.0	0.639	0.5673	0.63	0.56	0.0	0.0	1.4	1.44
DB00542	DB00217	0.4958	0	0.685	0.685	0.67	0.7	0.1961	-0.1789	-3.4187	-4.0286	0.5287	0.2297	1.0	2.0	0.639	0.559	0.63	0.56	0.0	0.0	1.4	1.33
DB00542	DB00575	0.5051	0	0.6762	0.67	0.57	0.85	0.1961	0.1855	-3.4187	-1.7693	0.5287	0.1828	1.0	1.0	0.639	0.5567	0.63	0.55	0.0	0.0	1.4	1.43
DB00542	DB00968	0.4067	0	0.725	0.725	0.7	0.75	0.1961	0.1698	-3.4187	-1.9512	0.5287	0.117	1.0	1.0	0.639	0.5622	0.63	0.55	0.0	0.0	1.4	1.33
DB00542	DB01018	0.4017	0	0.675	0.675	0.65	0.7	0.1961	-0.3673	-3.4187	-2.8882	0.5287	0.1	1.0	1.0	0.639	0.5195	0.63	0.51	0.0	0.0	1.4	1.28
DB00542	DB01116	0.89	0	0.89	0.89	0.89	0.89	0.1961	0.8073	-3.4187	0.7369	0.5287	0.6504	1.0	0.0	0.639	0.7593	0.63	0.74	0.0	0.47	1.4	1.49
DB00542	DB00765	0.59	0	0.59	0.59	0.59	0.59	0.1961	-1.657	-3.4187	-3.135	0.5287	0.3535	1.0	1.0	0.639	0.4631	0.63	0.46	0.0	0.0	1.4	1.26
DB00542	DB00657	1.19	0	1.19	1.19	1.19	1.19	0.1961	3.8434	-3.4187	3.3878	0.5287	1.0142	1.0	0.0	0.639	1.123	0.63	1.11	0.0	0.85	1.4	1.69
DB00542	DB01626	0.7683	0	0.825	0.825	0.82	0.83	0.1961	1.652	-3.4187	1.0082	0.5287	0.4711	1.0	0.0	0.639	0.6617	0.63	0.65	0.0	0.36	1.4	1.42
DB00542	DB00325	0.6	0	0.6	0.6	0.6	0.6	0.1961	-2.2973	-3.4187	-1.2926	0.5287	0.3421	1.0	0.0	0.639	0.4508	0.63	0.45	0.0	0.19	1.4	1.2
DB00542	DB08932	0.46	0	0.64	0.64	0.61	0.67	0.1961	-0.3467	-3.4187	-3.9634	0.5287	0.1953	1.0	2.0	0.639	0.5077	0.63	0.51	0.0	0.0	1.4	1.29
DB00584	DB01180	0.0	1	0.0	0.0	0.0	0.0	0.1961	0.1961	-3.4187	-3.4187	0.5287	0.5287	1.0	1.0	0.639	0.639	0.63	0.63	0.0	0.0	1.4	1.4
DB00584	DB01119	0.4417	0	0.708	0.75	0.55	0.8	0.1961	0.327	-3.4187	-2.4208	0.5287	0.0734	1.0	2.0	0.639	0.5673	0.63	0.56	0.0	0.0	1.4	1.44
DB00584	DB00217	0.4958	0	0.685	0.685	0.67	0.7	0.1961	-0.1789	-3.4187	-4.0286	0.5287	0.2297	1.0	2.0	0.639	0.559	0.63	0.56	0.0	0.0	1.4	1.33
DB00584	DB00968	0.4067	0	0.725	0.725	0.7	0.75	0.1961	0.1698	-3.4187	-1.9512	0.5287	0.117	1.0	1.0	0.639	0.5622	0.63	0.55	0.0	0.0	1.4	1.33
DB00584	DB01018	0.4017	0	0.675	0.675	0.65	0.7	0.1961	-0.3673	-3.4187	-2.8882	0.5287	0.1	1.0	1.0	0.639	0.5195	0.63	0.51	0.0	0.0	1.4	1.28
DB00584	DB01116	0.89	0	0.89	0.89	0.89	0.89	0.1961	0.8073	-3.4187	0.7369	0.5287	0.6504	1.0	0.0	0.639	0.7593	0.63	0.74	0.0	0.47	1.4	1.49
DB00584	DB00765	0.59	0	0.59	0.59	0.59	0.59	0.1961	-1.657	-3.4187	-3.135	0.5287	0.3535	1.0	1.0	0.639	0.4631	0.63	0.46	0.0	0.0	1.4	1.26
DB00584	DB00657	1.19	0	1.19	1.19	1.19	1.19	0.1961	3.8434	-3.4187	3.3878	0.5287	1.0142	1.0	0.0	0.639	1.123	0.63	1.11	0.0	0.85	1.4	1.69
DB00584	DB01626	0.7683	0	0.825	0.825	0.82	0.83	0.1961	1.652	-3.4187	1.0082	0.5287	0.4711	1.0	0.0	0.639	0.6617	0.63	0.65	0.0	0.36	1.4	1.42
DB00584	DB00325	0.6	0	0.6	0.6	0.6	0.6	0.1961	-2.2973	-3.4187	-1.2926	0.5287	0.3421	1.0	0.0	0.639	0.4508	0.63	0.45	0.0	0.19	1.4	1.2
DB00584	DB08932	0.46	0	0.64	0.64	0.61	0.67	0.1961	-0.3467	-3.4187	-3.9634	0.5287	0.1953	1.0	2.0	0.639	0.5077	0.63	0.51	0.0	0.0	1.4	1.29
DB00616	DB01180	-0.0933	1	0.28	0.28	0.0	0.56	-0.4581	0.1961	-2.6013	-3.4187	0.0782	0.5287	1.0	1.0	0.5584	0.639	0.56	0.63	0.0	0.0	1.4	1.4
DB00616	DB01119	-0.0329	0	0.604	0.59	0.36	0.8	-0.4581	0.327	-2.6013	-2.4208	0.0782	0.0734	1.0	2.0	0.5584	0.5673	0.56	0.56	0.0	0.0	1.4	1.44
DB00616	DB00217	0.0521	0	0.59	0.595	0.46	0.7	-0.4581	-0.1789	-2.6013	-4.0286	0.0782	0.2297	1.0	2.0	0.5584	0.559	0.56	0.56	0.0	0.0	1.4	1.33
DB00616	DB00575	0.0476	0	0.5825	0.595	0.39	0.85	-0.4581	0.1855	-2.6013	-1.7693	0.0782	0.1828	1.0	1.0	0.5584	0.5567	0.56	0.55	0.0	0.0	1.4	1.43
DB00616	DB00968	-0.105	0	0.5825	0.61	0.36	0.75	-0.4581	0.1698	-2.6013	-1.9512	0.0782	0.117	1.0	1.0	0.5584	0.5622	0.56	0.55	0.0	0.0	1.4	1.33
DB00616	DB01018	-0.0525	0	0.5675	0.585	0.4	0.7	-0.4581	-0.3673	-2.6013	-2.8882	0.0782	0.1	1.0	1.0	0.5584	0.5195	0.56	0.51	0.0	0.0	1.4	1.28
DB00616	DB01116	0.5033	0	0.81	0.81	0.73	0.89	-0.4581	0.8073	-2.6013	0.7369	0.0782	0.6504	1.0	0.0	0.5584	0.7593	0.56	0.74	0.0	0.47	1.4	1.49
